horizon,day,slot,index,feature,coef_unified_kernel,coef_legacy_separate,difference,abs_difference,relative_abs_diff,sigma2_primary,sigma2_legacy,n_obs_primary,n_obs_legacy
3,2,1,11,M_Y_day1_fourSC_afternoon,-0.02959261528621516,-0.0003669677701504553,0.029225647516064702,0.029225647516064702,0.9875993464382515,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,12,M_Y_day1_anticipated_affect,0.40752153585634526,0.3687461956272525,-0.038775340229092736,0.038775340229092736,0.09514918063805435,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,13,M_Y_day2_fourSC_morning,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,14,M_Y_day2_fourSC_afternoon,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,15,M_Y_day2_anticipated_affect,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,16,M_Y_day3_fourSC_morning,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,17,M_Y_day3_fourSC_afternoon,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,18,M_Y_day3_anticipated_affect,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,19,M_Y_day4_fourSC_morning,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,20,M_Y_day4_fourSC_afternoon,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,21,M_Y_day4_anticipated_affect,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,22,M_Y_day5_fourSC_morning,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,23,M_Y_day5_fourSC_afternoon,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,24,M_Y_day5_anticipated_affect,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,25,M_Y_day6_fourSC_morning,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,26,M_Y_day6_fourSC_afternoon,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,27,M_Y_day6_anticipated_affect,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,28,M_E_day1_pageview_morning,0.04644209584727901,-0.006877810925329376,-0.05331990677260838,0.05331990677260838,1.1480943269215602,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,29,M_E_day1_pageview_afternoon,-0.04361038678950262,-0.007515005061866029,0.036095381727636586,0.036095381727636586,0.8276785505677983,0.000938030222344443,0.0005883646013306846,319,319
